id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22723062,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,97403776,Ilias,,ΠΑΤΗΣΙΑ,38.01163,23.73181,Entire home/apt,80,3,0,,,1,0,0,00000487705
23072513,Condo in Athina · ★4.47 · 1 bedroom · 1 bed · 1 bath,63903716,Theo,,ΝΕΑ ΚΥΨΕΛΗ,37.997227,23.745352,Entire home/apt,50,2,32,2022-09-15,0.47,38,263,0,00001642416
23084133,Condo in Athina · ★4.84 · 1 bedroom · 2 beds · 1 bath,171417399,Dionisis,,ΠΑΓΚΡΑΤΙ,37.970218658447266,23.74364471435547,Entire home/apt,60,2,61,2023-08-19,0.92,1,1,3,00000075279
22726077,Rental unit in Athina · ★4.92 · 2 bedrooms · 3 beds · 2 baths,69042596,Nicholas,,ΚΟΛΩΝΑΚΙ,37.97993,23.73837,Entire home/apt,140,2,92,2023-09-16,1.34,1,311,25,00000811904
23088380,Condo in Athina · ★4.95 · 1 bedroom · 2 beds · 1 bath,53983867,Chris,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95702,23.72904,Entire home/apt,54,20,42,2023-08-08,0.62,13,140,8,00001152556
22728879,Home in Athina · ★5.0 · 3 bedrooms · 4 beds · 2 baths,167754536,Nikos,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00669,23.72935,Entire home/apt,120,3,8,2020-01-01,0.12,1,0,0,00000090500
23097422,Rental unit in Athina · ★4.91 · 1 bedroom · 1 bed · 1 bath,112527018,Toni,,ΠΕΤΡΑΛΩΝΑ,37.96961,23.70983,Entire home/apt,45,1,209,2023-09-11,3.07,51,51,72,00000056634
22729922,Rental unit in Athina · ★4.95 · 2 bedrooms · 2 beds · 1.5 baths,1167063,Dimi David,,ΠΑΓΚΡΑΤΙ,37.97257,23.74754,Entire home/apt,85,2,42,2023-05-01,0.62,26,277,9,00001151347
23101953,Condo in Athina · ★4.98 · 2 bedrooms · 3 beds · 2 baths,32655436,Lina,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96436,23.73227,Entire home/apt,198,3,277,2023-09-16,4.24,1,265,60,00002257249
23104236,Rental unit in Athina · ★4.53 · 1 bedroom · 1 bed · 1.5 baths,157753035,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97882,23.72755,Private room,44,2,94,2023-08-27,1.38,12,151,5,00000957014
23106587,Rental unit in Athens · ★4.76 · 2 bedrooms · 4 beds · 2 baths,171669835,Marina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96795,23.72948,Entire home/apt,151,3,42,2023-09-05,0.63,1,297,14,00001424200
23124958,Rental unit in Athina · ★4.50 · 1 bedroom · 1 bed · 1 bath,90390850,Evan&Anetta,,ΘΗΣΕΙΟ,37.97773,23.72063,Entire home/apt,47,1,416,2023-08-24,6.11,78,241,55,00000935781
22770187,Rental unit in Athina · ★4.91 · 1 bedroom · 2 beds · 1.5 baths,14544270,Stathis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97879,23.72494,Entire home/apt,80,2,174,2023-09-21,2.52,1,322,39,00000041450
23125522,Condo in Athina · ★4.70 · 1 bedroom · 2 beds · 1 bath,108012927,Chrysa,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99459,23.72431,Entire home/apt,32,5,54,2023-09-11,0.86,1,250,20,00000367590
22786671,Rental unit in Athens · ★4.48 · 2 bedrooms · 3 beds · 1 bath,149346682,MyGreek,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96154,23.721,Entire home/apt,112,1,65,2023-01-03,0.95,21,0,4,00000986012
23135396,Rental unit in Athina · ★4.77 · 1 bedroom · 1 bed · 1 bath,168071229,Panagiotis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98262,23.72006,Entire home/apt,45,2,13,2022-08-27,0.20,3,0,0,00000014225
22789609,Rental unit in Athina · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,23409055,Kostis,,ΓΚΑΖΙ,37.9771,23.70806,Entire home/apt,120,3,4,2018-07-07,0.06,1,270,0,
22800286,Rental unit in Athina · Studio · 1 bed · 1 bath,93806840,Emmanouil,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99877,23.77194,Entire home/apt,108,1,0,,,1,0,0,
23135411,Rental unit in Athina · ★4.93 · 1 bedroom · 2 beds · 1 bath,1167063,Dimi David,,ΠΑΓΚΡΑΤΙ,37.97223,23.74758,Entire home/apt,64,1,110,2023-08-27,1.63,26,278,18,00001151119
23136177,Rental unit in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,168071229,Panagiotis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98218,23.72228,Entire home/apt,40,2,3,2019-07-28,0.04,3,0,0,00000725038
23158905,Rental unit in Athina · ★4.89 · 1 bedroom · 1 bed · 1 bath,172146116,Dawn,,ΖΑΠΠΕΙΟ,37.971863,23.733252,Entire home/apt,144,2,87,2022-09-19,1.28,1,1,0,00002281642
22802228,Condo in Athina · ★4.87 · 1 bedroom · 4 beds · 1 bath,30888696,Chris,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95921,23.72799,Entire home/apt,67,1,54,2022-10-09,0.79,3,360,2,00000002634
22803132,Rental unit in Athina · ★4.33 · 5 bedrooms · 5 beds · 2.5 baths,77457889,Παναγιώτης,,ΚΥΨΕΛΗ,37.99836,23.73497,Entire home/apt,110,3,3,2022-07-07,0.05,44,76,0,00000226888
23160106,Rental unit in Athina · ★4.85 · 2 bedrooms · 2 beds · 1 bath,20104194,Upstreet,,ΑΚΡΟΠΟΛΗ,37.96887,23.72784,Entire home/apt,144,1,229,2023-09-15,3.38,114,0,53,00001788492
23162158,Condo in Athina · ★4.42 · 1 bedroom · 1 bed · 1 bath,15486510,Maria,,ΓΟΥΔΙ,37.97998,23.75815,Entire home/apt,32,4,187,2023-09-17,2.81,1,335,28,00000379992
23260377,Villa in Athina · ★4.93 · 2 bedrooms · 2 beds · 1 bath,10697519,Eleftherios,,ΑΚΡΟΠΟΛΗ,37.97261,23.71582,Entire home/apt,250,4,15,2022-04-18,0.28,1,365,0,00001344811
23165194,Rental unit in Athina · ★4.98 · 1 bedroom · 2 beds · 1 bath,162522938,Anna,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96034,23.72314,Entire home/apt,35,2,89,2021-10-26,1.33,1,0,0,00000323531
23186843,Rental unit in Athina · ★4.53 · 1 bedroom · 1 bed · 1 bath,2958137,Emilce,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01929,23.73475,Entire home/apt,35,4,99,2023-08-09,1.47,2,92,9,00000515075
23194228,Rental unit in Athina · ★4.67 · 6 bedrooms · 7 beds · 2.5 baths,77457889,Παναγιώτης,,ΚΥΨΕΛΗ,37.99989,23.73478,Entire home/apt,130,2,16,2023-09-07,0.25,44,0,2,00000326984
23194803,Condo in Athina · ★4.69 · 3 bedrooms · 3 beds · 2 baths,47038350,Golden Home Holidays,,ΣΤΑΔΙΟ,37.96614,23.73335,Entire home/apt,161,2,236,2023-09-02,3.50,35,37,50,00001949548
23199091,Rental unit in Athina · ★4.81 · 2 bedrooms · 2 beds · 1 bath,172325806,Ιωαννης,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9674,23.7285,Entire home/apt,100,1,213,2023-09-17,3.17,1,179,55,00000455740
23266320,Rental unit in Athina · ★4.79 · 2 bedrooms · 2 beds · 1 bath,134101509,Basilhs,,ΚΟΛΩΝΟΣ,37.99253,23.717,Entire home/apt,41,2,106,2023-09-17,1.56,2,361,17,00001424258
23199176,Rental unit in Athina · ★4.84 · 2 bedrooms · 2 beds · 1 bath,1418201,D & Y Boutique Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97835,23.72339,Entire home/apt,138,3,55,2023-09-18,0.84,50,314,20,00001813474
23274878,Rental unit in Athina · ★4.98 · 2 bedrooms · 3 beds · 1 bath,2718115,TopHouzzing Properties,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96736,23.7283,Entire home/apt,132,2,200,2023-09-13,3.13,39,324,61,00001367351
23202757,Rental unit in Athina · 3 bedrooms · 6 beds · 1.5 baths,172533124,Pavlos,,ΚΥΨΕΛΗ,37.99999,23.73413,Entire home/apt,110,3,0,,,2,0,0,
23279476,Rental unit in Athina · 3 bedrooms · 3 beds · 2.5 baths,102433,Pavlos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98217,23.73653,Entire home/apt,353,3,0,,,1,363,0,00000525345
23280389,Rental unit in Athina · ★4.93 · 1 bedroom · 2 beds · 1 bath,144063900,Vasilis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98976,23.73049,Entire home/apt,40,5,76,2023-09-17,1.13,1,77,9,00000969915
23203448,Rental unit in Athina · ★4.64 · 1 bedroom · 1 bed · 1 bath,123149452,Chris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98533,23.7263,Entire home/apt,25,3,69,2020-09-17,1.01,1,19,0,
23280962,Rental unit in Athina · ★4.75 · 1 bedroom · 1 bed · 1 bath,173321524,Dimitris,,ΙΛΙΣΙΑ,37.97785,23.75203,Entire home/apt,80,2,122,2023-09-03,1.80,3,349,20,00000165506
23211401,Rental unit in Athina · ★4.47 · 1 bedroom · 1 bed · 1 bath,161391522,Αποστολης,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98309,23.72357,Entire home/apt,53,2,36,2023-08-16,0.53,1,318,1,00001863101
23282326,Home in Athina · ★4.96 · 2 bedrooms · 3 beds · 1 bath,173332797,Olga,,ΑΚΡΟΠΟΛΗ,37.96579,23.72229,Entire home/apt,99,2,47,2023-09-17,0.69,1,212,6,00001449420
23290823,Rental unit in Athina · ★5.0 · Studio · 1 bed · 1 bath,8040510,Filoxenia Apartments,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.01626,23.72944,Entire home/apt,20,7,5,2018-08-27,0.07,1,62,0,00000113003
23212357,Rental unit in Athina · ★4.92 · Studio · 1 bed · 1 bath,172631999,Smaragda,,ΓΚΥΖΗ,37.99054,23.75093,Entire home/apt,60,2,135,2020-03-13,2.00,1,0,0,00000214409
23212468,Rental unit in Athens · 1 bedroom · 3 beds · 1 shared bath,172393612,Jenny,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00011,23.72436,Private room,30,1,0,,,1,0,0,
23291483,Condo in Athina · ★4.71 · 1 bedroom · 2 beds · 1 bath,172856849,Μαρια,,ΖΑΠΠΕΙΟ,37.968796207154234,23.731573463547456,Entire home/apt,75,2,7,2023-07-04,1.93,3,232,7,01084499957
23298462,Rental unit in Athina · ★4.88 · 2 bedrooms · 3 beds · 1 bath,173321524,Dimitris,,ΚΟΛΩΝΑΚΙ,37.97844,23.75203,Entire home/apt,102,2,86,2023-08-31,1.27,3,331,30,00000165539
23298670,Rental unit in Athina · ★4.90 · 1 bedroom · 1 bed · 1 bath,173321524,Dimitris,,ΙΛΙΣΙΑ,37.97883,23.75318,Entire home/apt,96,2,21,2019-09-01,0.31,3,81,0,00000165550
23217957,Rental unit in Athina · ★4.83 · 2 bedrooms · 3 beds · 2 baths,14538849,Aris,,ΚΕΡΑΜΕΙΚΟΣ,37.97905,23.7221,Entire home/apt,110,1,365,2023-09-20,5.42,3,237,68,00000232188
23218707,Rental unit in Athina · ★4.92 · 1 bedroom · 2 beds · 1 bath,172698850,George,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99017,23.7269,Entire home/apt,51,3,232,2023-07-12,3.42,1,25,10,00000084018
23298763,Rental unit in Athina · ★4.54 · 1 bedroom · 2 beds · 1 bath,40474716,Mike,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97713,23.72738,Entire home/apt,120,1,39,2023-09-08,0.58,6,356,7,00001234567
23224367,Rental unit in Athina · ★4.87 · 1 bedroom · 1 bed · 2 baths,172487367,Maria,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96053,23.72506,Entire home/apt,65,5,113,2023-09-06,1.69,1,248,20,00000233807
23315248,Rental unit in Athina · ★4.96 · 1 bedroom · 2 beds · 1 bath,173621507,Nikos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99377,23.72475,Entire home/apt,69,2,25,2018-12-05,0.38,1,0,0,00000245335
23318489,Rental unit in Athina · ★4.63 · 1 bedroom · 1 bed · 1 bath,149346682,MyGreek,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96246,23.71985,Entire home/apt,91,1,99,2023-04-08,1.49,21,0,4,00000984671
23332765,Rental unit in Athina · ★4.99 · 2 bedrooms · 2 beds · 2 baths,173778576,Dimitris,,ΑΚΡΟΠΟΛΗ,37.96954,23.72393,Entire home/apt,320,3,99,2023-09-19,1.49,1,0,14,00001947182
23232995,Rental unit in Athina · ★4.61 · 2 bedrooms · 3 beds · 1 bath,91993171,Andreas,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96313,23.72002,Entire home/apt,45,2,56,2023-08-28,0.91,1,19,10,00000001181
23363995,Home in Athina · ★4.79 · 2 bedrooms · 6 beds · 1.5 baths,20098501,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9735,23.72863,Entire home/apt,152,1,246,2023-09-14,3.68,2,0,65,00000986908
23370397,Rental unit in Athina · ★4.82 · 1 bedroom · 2 beds · 1 bath,20104194,Upstreet,,ΠΑΓΚΡΑΤΙ,37.97266,23.74789,Entire home/apt,101,1,61,2023-09-16,0.90,114,77,6,00000072923
23250743,Condo in Athens · ★4.70 · 2 bedrooms · 4 beds · 1 bath,169418515,Eleftheria,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96655,23.72951,Entire home/apt,108,2,143,2023-07-03,2.11,2,172,13,00000842820
23372536,Condo in Athina · ★4.86 · 4 bedrooms · 5 beds · 2 baths,167886384,Vivian,,ΓΟΥΔΙ,37.98029,23.75643,Entire home/apt,80,1,249,2023-08-27,3.69,1,337,29,00000518688
23251015,Condo in Athina · ★4.99 · Studio · 1 bed · 1 bath,120308473,Yiannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97864,23.73013,Entire home/apt,68,2,200,2023-09-17,2.98,1,0,39,00000011388
23252743,Rental unit in Athina · ★5.0 · 2 bedrooms · 8 beds · 1 bath,173061788,Stavros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97813,23.72361,Entire home/apt,158,2,16,2023-06-26,0.24,1,75,1,00000212751
23254630,Rental unit in Athens · ★4.89 · 2 bedrooms · 3 beds · 1.5 baths,173080503,Sophia,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99093,23.7296,Entire home/apt,230,10,9,2022-08-14,0.14,1,358,0,00000347756
23386788,Condo in Athina · ★5.0 · 2 bedrooms · 4 beds · 1 bath,393815245,Παναγιώτης,,ΑΝΩ ΚΥΨΕΛΗ,38.00279998779297,23.737688064575195,Entire home/apt,70,3,3,2023-07-12,0.29,1,48,3,00001772637
23824485,Rental unit in Athina · ★4.96 · 1 bedroom · 2 beds · 1 bath,118181401,Ma Maison,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01893,23.73286,Entire home/apt,89,2,154,2023-09-18,2.30,7,295,17,00000840174
23391382,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,174389421,Kivel,,ΙΛΙΣΙΑ,37.9786,23.75376,Entire home/apt,65,2,1,2022-06-07,0.06,1,0,0,
23836391,Rental unit in Athina · ★4.81 · 2 bedrooms · 2 beds · 1 bath,22672958,Konstantinos,,ΣΤΑΔΙΟ,37.9675,23.74454,Entire home/apt,65,4,19,2019-04-17,0.29,1,359,0,
23413884,Rental unit in Athina · ★4.71 · 1 bedroom · 2 beds · 1 bath,174598635,Florence,,ΙΛΙΣΙΑ,37.97389,23.74667,Entire home/apt,33,2,99,2023-09-09,1.47,1,65,31,00000297328
23836984,Condo in Athina · ★4.74 · Studio · 1 bed · 1 bath,9368765,Panagiotis And Nefeli,,ΠΕΤΡΑΛΩΝΑ,37.97554,23.71204,Entire home/apt,29,5,47,2020-03-20,0.70,2,203,0,00000127377
23417733,Rental unit in Athina · ★4.93 · 1 bedroom · 2 beds · 1 bath,52520644,Maddie,,ΚΟΛΩΝΑΚΙ,37.97591,23.74299,Entire home/apt,57,2,43,2023-09-02,0.64,2,314,10,00000167128
23841284,Rental unit in Athina · ★4.94 · 2 bedrooms · 3 beds · 1 bath,9858075,Marita & George,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96446,23.72054,Entire home/apt,88,2,154,2023-09-19,2.31,3,304,37,00001907635
23844149,Rental unit in Αττική · ★4.68 · 1 bedroom · 1 bed · 1.5 baths,160325596,Lykofronas,,ΚΟΛΩΝΟΣ,37.99979,23.71829,Entire home/apt,40,2,133,2023-09-03,2.09,2,353,24,00000010830
23423162,Rental unit in Athina · ★4.96 · 1 bedroom · 1 bed · 1 bath,174695141,Alex,,ΒΟΤΑΝΙΚΟΣ,37.9834972,23.7121181,Entire home/apt,75,3,45,2023-09-10,0.67,2,289,6,00000323520
23851967,Rental unit in Athina · ★4.80 · 1 bedroom · 1 bed · 1 bath,179090125,Ιωάννης,,ΠΕΤΡΑΛΩΝΑ,37.96579,23.70514,Entire home/apt,35,1,166,2023-09-14,2.49,3,31,15,00000237233
23423790,Rental unit in Athina · ★4.86 · 1 bedroom · 2 beds · 1 bath,136214471,Ελενη,,ΠΑΓΚΡΑΤΙ,37.96509,23.74935,Entire home/apt,32,2,265,2023-08-30,3.94,2,118,43,00000110625
23863233,Rental unit in Athina · ★4.55 · 1 bedroom · 2 beds · 1.5 baths,157753035,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97673,23.7272,Private room,44,2,124,2023-09-01,1.88,12,150,17,00000956972
23427054,Rental unit in Athina · ★4.91 · 3 bedrooms · 5 beds · 2 baths,128539325,Konstantinos Stratakis,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96791,23.72938,Entire home/apt,209,1,182,2023-09-15,2.74,1,204,38,00000148783
23869431,Rental unit in Athina · ★4.86 · 1 bedroom · 2 beds · 1 bath,173858114,Dimitra,,ΝΙΡΒΑΝΑ,38.00752,23.72639,Entire home/apt,30,2,92,2020-01-03,1.38,1,58,0,00000138163
23431176,Rental unit in Athina · ★4.97 · Studio · 2 beds · 1 bath,174763663,Konstantina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97809,23.72561,Entire home/apt,95,3,144,2023-09-13,2.15,1,290,33,00001429948
23872787,Rental unit in Athina · ★4.81 · 4 bedrooms · 4 beds · 2 baths,47038350,Golden Home Holidays,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96618,23.72796,Entire home/apt,138,2,107,2023-08-19,1.61,35,176,21,00001145739
23442372,Rental unit in Athina · ★4.98 · 3 bedrooms · 4 beds · 2 baths,113548208,Mgv,,ΠΑΓΚΡΑΤΙ,37.97063,23.74422,Entire home/apt,159,1,52,2023-08-11,0.78,88,227,6,00000274560
23873238,Rental unit in Athina · ★4.62 · 3 bedrooms · 6 beds · 2 baths,93188443,Marzanna,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99692916870117,23.73183250427246,Entire home/apt,90,3,158,2023-09-20,2.37,2,290,46,00000093494
23454228,Rental unit in Athina · ★4.91 · 1 bedroom · 2 beds · 1 bath,45919781,George,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96263,23.72636,Entire home/apt,49,3,75,2023-09-14,1.15,1,0,24,00000094872
23880028,Rental unit in Athina · ★4.81 · 1 bedroom · 1 bed · 1 bath,112527018,Toni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9899,23.73359,Entire home/apt,45,1,165,2023-09-03,2.48,51,36,58,00000080369
23880939,Rental unit in Athina · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,179434566,Aggeliki,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97664,23.73361,Entire home/apt,270,3,3,2023-06-23,0.14,2,166,2,00001529690
23460479,Home in Athina · 1 bedroom · 2 beds · 1 bath,175059184,Κωνσταντίνος,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98845,23.7459,Entire home/apt,50,3,0,,,1,0,0,
23884624,Condo in Athina · ★4.87 · 1 bedroom · 2 beds · 1 bath,140691607,Eviana,,ΚΥΨΕΛΗ,37.99738,23.73301,Entire home/apt,70,3,67,2022-10-30,1.01,1,264,2,00001132096
23461573,Rental unit in Athina · ★4.86 · 1 bedroom · 2 beds · 1 bath,21528392,Maria & Makis,,ΠΑΓΚΡΑΤΙ,37.97234,23.74386,Entire home/apt,59,2,208,2023-09-16,3.09,1,237,17,00000009206
23887434,Rental unit in Athina · ★4.88 · 1 bedroom · 2 beds · 1.5 shared baths,2089542,Tia & Mike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9645,23.72635,Private room,250,1,24,2020-10-01,0.36,59,351,0,00000164309
23463460,Rental unit in Athina · ★4.75 · 2 bedrooms · 3 beds · 1 bath,41784214,Fenia,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96067,23.73414,Entire home/apt,45,1,158,2023-07-30,2.33,1,0,17,00000452159
23888232,Rental unit in Athina · ★4.72 · 1 bedroom · 1 bed · 1.5 shared baths,2089542,Tia & Mike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9645,23.72635,Private room,40,1,69,2023-06-30,1.04,59,358,4,00000164364
23888448,Rental unit in Athina · ★4.62 · 1 bedroom · 1 bed · 1.5 shared baths,2089542,Tia & Mike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9645,23.72635,Private room,57,1,42,2023-05-21,0.64,59,330,1,00000164386
23900079,Rental unit in Kallithea · ★4.38 · 1 bedroom · 1 bed · 2 shared baths,132858585,Motong,,ΑΚΡΟΠΟΛΗ,37.96446,23.71593,Private room,20,1,34,2023-09-01,0.51,2,72,4,
23464180,Rental unit in Athina · ★4.79 · Studio · 1 bed · 1 bath,174414045,Iakovos,,ΚΥΨΕΛΗ,37.99954,23.73538,Entire home/apt,45,2,107,2023-07-30,1.58,3,268,18,00000559432
23464427,Rental unit in Athina · ★4.80 · 3 bedrooms · 5 beds · 1.5 baths,13380558,Aris,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99213,23.72794,Entire home/apt,79,2,187,2023-09-11,2.91,5,0,36,00002149485
23902991,Rental unit in Athina · ★4.89 · 1 bedroom · 3 beds · 1 bath,179644804,Christos,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98578,23.71596,Entire home/apt,40,2,106,2023-09-12,1.59,5,257,14,00001433250
23466042,Rental unit in Athina · ★4.85 · 1 bedroom · 2 beds · 1 bath,202319586,Apostolis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99527,23.76342,Entire home/apt,30,3,20,2019-09-08,0.32,1,0,0,00000211623
23908316,Rental unit in Athina · ★4.88 · 1 bedroom · 2 beds · 1 bath,179644804,Christos,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98578,23.71596,Entire home/apt,55,2,65,2022-04-16,0.98,5,137,0,00001433303
23475303,Condo in Athina · ★4.87 · 1 bedroom · 1 bed · 1 bath,175222203,Γιωργος,,ΠΕΤΡΑΛΩΝΑ,37.96962,23.70546,Entire home/apt,45,1,350,2023-09-18,5.17,1,188,25,00000349582
23913623,Condo in Athina · 2 bedrooms · 4 beds · 1.5 baths,178447744,Mania,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96592,23.72821,Entire home/apt,101,3,1,2018-04-03,0.02,2,143,0,00000210652
23479247,Rental unit in Athina · ★4.75 · 3 bedrooms · 4 beds · 2 baths,24336038,Elena Maria,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99136,23.71875,Entire home/apt,86,2,129,2023-09-08,1.93,3,341,23,00001913626
23915849,Rental unit in Athina · ★4.0 · 2 bedrooms · 3 beds · 1 bath,2089542,Tia & Mike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9637,23.7228,Entire home/apt,69,1,4,2019-12-21,0.06,59,322,0,00000185850
23479787,Rental unit in Athens · ★4.93 · 2 bedrooms · 3 beds · 1.5 baths,175267783,Laurent,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98988,23.73389,Entire home/apt,65,3,100,2023-09-02,1.48,1,216,27,00001764260
23918771,Serviced apartment in Athina · ★4.92 · 2 bedrooms · 4 beds · 1 bath,11929206,Dinos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96249,23.72146,Entire home/apt,128,1,37,2022-08-01,0.57,5,296,0,00001553987
23482180,Rental unit in Athina · Studio · 3 beds · 1 bath,97029039,Kostas,,ΣΕΠΟΛΙΑ,38.00238,23.71906,Entire home/apt,15,30,0,,,1,0,0,
23490604,Rental unit in Athina · ★4.78 · 1 bedroom · 1 bed · 1 bath,1799530,Amalia,,ΚΕΡΑΜΕΙΚΟΣ,37.98163,23.71484,Entire home/apt,79,2,148,2023-09-02,2.23,3,322,13,00000241294
23499269,Rental unit in Athens · ★4.91 · 1 bedroom · 1 bed · 1 bath,29913601,Ioannis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9611,23.72745,Entire home/apt,300,2,197,2023-07-19,2.92,4,172,29,00000178978
23919658,Rental unit in Athina · ★4.88 · 1 bedroom · 2 beds · 1 bath,179416517,Olga,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98191,23.7329,Entire home/apt,69,2,33,2023-08-21,0.49,1,324,3,00000255591
23514501,Rental unit in Athens · ★4.93 · 2 bedrooms · 2 beds · 1 bath,264641471,Elina,,ΓΟΥΔΙ,37.98555,23.76423,Entire home/apt,49,7,112,2023-09-11,1.68,1,141,17,00001110750
23514904,Rental unit in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,3635281,Nadia,,ΠΕΤΡΑΛΩΝΑ,37.9688,23.70979,Entire home/apt,74,30,15,2023-03-01,0.29,6,1,3,00000113251
